GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
contradiction,Two young women working in waving blankets,The two women are preparing a meal.,434467651.jpg#4r1c,Two young women,working,in waving blankets,The two women,are preparing,a meal
contradiction,A blond girl putting on her helmet.,The girl is taking off a cap.,2939116460.jpg#4r1c,A blond girl,putting,on her helmet,The girl,is taking off,a cap
neutral,A wet dog jumps in the surf.,The dog is a basset hound.,236518934.jpg#4r1n,A wet dog,jumps,in the surf,The dog,is,a basset hound
entailment,Office workers laugh inside a cubicle.,Workers laugh inside a cubicle.,368881750.jpg#3r1e,Office workers,laugh,inside a cubicle,Workers,laugh,inside a cubicle
neutral,Two small boys are playing at a playground.,One boy is playing on a swingset.,2812086571.jpg#4r1n,Two small boys,are playing,at a playground,One boy,is playing,on a swingset
neutral,A white child brushing her hair.,kid combing their hair,3512166877.jpg#3r1n,A white child,brushing,her hair,kid,combing,their hair
neutral,Three children writing intently in a classroom.,The children are taking a test.,6284697322.jpg#3r4n,Three children,writing intently,in a classroom,The children,are taking,a test
entailment,Today's environment is results-oriented.,Today's environment happened is success driven.,101956e,Today's environment,is,results-oriented,Today's environment happened,is,success driven
entailment,The biker is wearing a helmet.,The biker is wearing head protection.,2998024845.jpg#4r1e,The biker,is wearing,a helmet,The biker,is wearing,head protection
contradiction,Large white crane is flying low near the water.,The bird is made of pure gold,3375070563.jpg#0r1c,Large white crane,is flying low,near the water,The bird,is made,of pure gold
contradiction,I began to chant.,I started to cook.,125050c,I,began,to chant,I,started,to cook
neutral,A football player kicks the ball.,A football player kicking a field goal.,241347460.jpg#4r1n,A football player,kicks,the ball,A football player,kicking,a field goal
contradiction,Children playing checkers.,Children are playing cards.,1463072715.jpg#4r1c,Children,playing,checkers,Children,are playing,cards
neutral,A girl toddler is sitting on the grass.,A child is having a picnic.,2851931813.jpg#2r1n,A girl toddler,is sitting,on the grass,A child,is having,a picnic
entailment,Lawrence Cavendish was carrying it. ,It was carried by Lawrence Cavendish.,58518e,Lawrence Cavendish,was carrying,it,It,was carried,by Lawrence Cavendish
neutral,Balding man shearing a sheep.,the sheep is white,4757643231.jpg#4r1n,Balding man,shearing,a sheep,the sheep,is,white
entailment,i heard i heard it really sucked,I heard it wasn't good.,17930e,i,heard,it really sucked,it,was n't,good
contradiction,Two baseball players are exchanging a handshake.,two men clap hands.,3361279771.jpg#3r1c,Two baseball players,are exchanging,a handshake,two men,clap,hands
contradiction,A woman biking downhill.,A woman is biking up a hill.,3551787566.jpg#4r1c,A woman,biking,downhill,A woman,is biking up,a hill
entailment,A brown dog is fetching a ball.,A dog is chasing a toy.,2629294578.jpg#4r1e,A brown dog,is fetching,a ball,A dog,is chasing,a toy
entailment,Here are the three cups. ,These are the three cups.,39045e,Here,are,the three cups,These,are,the three cups
entailment,Albert fell for it.,Albert thought it was true.,99588e,Albert,fell,for it,Albert,thought,it was true
entailment,Two boys sitting on a courtyard.,The boys are sitting outside.,2638054798.jpg#4r1e,Two boys,sitting,on a courtyard,The boys,are sitting,outside
entailment,This would be different.,This is not the same.,122909e,This,would be,different,This,is not,the same
neutral,Two men are rollerblading down a sidewalk.,the men are friends,2537583012.jpg#2r1n,Two men,are rollerblading down,a sidewalk,the men,are,friends
contradiction,a boy sprints across the sand.,A boy is running in the snow.,2759211664.jpg#4r1c,a boy,sprints,across the sand,A boy,is running,in the snow
neutral,Two men cleaning a science laboratory.,The men use cleaning supplies.,48296285.jpg#4r1n,Two men,cleaning,a science laboratory,The men,use,cleaning supplies
neutral,A black dog running through yellow cones.,A dog is running outside,2935703360.jpg#3r1n,A black dog,running,through yellow cones,A dog,is running,outside
entailment,Kid running down a sidewalk.,Child running along the street.,4975536758.jpg#4r1e,Kid,running,down a sidewalk,Child,running,along the street
entailment,The snowboarder is doing a jump.,Someone is doing a jump.,3244470342.jpg#4r1e,The snowboarder,is doing,a jump,Someone,is doing,a jump
entailment,Three more riders came behind them.,"Behind them, came three more riders.",36580e,Three more riders,came,behind them,Behind them,came,three more riders
entailment,An older woman making food.,A woman is preparing food.,3202213467.jpg#4r1e,An older woman,making,food,A woman,is preparing,food
entailment,African american woman bouncing black basketball,A black woman demonstrates dribbling a ball,4473229124.jpg#4r1e,African american woman,bouncing,black basketball,A black woman,demonstrates,dribbling a ball
neutral,A girl running with outstretched arms,She is running to her parents.,2058472558.jpg#3r1n,A girl,running,with outstretched arms,She,is running,to her parents
neutral,A young couple enjoys a snowball fight.,the couple is new,2392281446.jpg#3r1n,A young couple,enjoys,a snowball fight,the couple,is,new
entailment,Three boys playing on computers.,Males using computers.,2105893101.jpg#4r1e,Three boys,playing,on computers,Males,using,computers
entailment,Totals may not sum due to rounding.,Rounding may cause inaccurate totals.,120604e,Totals,may not sum,due to rounding,Rounding,may cause,inaccurate totals
entailment,These people are putting on a performance.,People are having a performance.,5728544416.jpg#4r1e,These people,are putting,on a performance,People,are having,a performance
contradiction,A man leans against a table.,A woman is leaning on a car.,4410033566.jpg#4r2c,A man,leans,against a table,A woman,is leaning,on a car
contradiction,A caucasian boy looking through a microscope outdoors.,The boy is 40 years old.,5840087663.jpg#3r1c,A caucasian boy,looking outdoors,through a microscope,The boy,is,40 years old
entailment,Three children writing intently in a classroom.,The classroom contains three children.,6284697322.jpg#3r4e,Three children,writing intently,in a classroom,The classroom,contains,three children
neutral,The baby is holding someone's arm.,The arm belongs to its mother.,2196284168.jpg#3r1n,The baby,is holding,someone's arm,The arm,belongs,to its mother
neutral,A man is sitting on a snowbank.,The mans car is stuck in the snow,55473406.jpg#3r1n,A man,is sitting,on a snowbank,The mans car,is stuck,in the snow
neutral,A man sitting on public transportation.,A man is waiting for his bus.,2985679744.jpg#2r1n,A man,sitting,on public transportation,A man,is waiting,for his bus
entailment,Two girls lift a third girl.,Two girls are picking up another girl,2766325714.jpg#4r4e,Two girls,lift,a third girl,Two girls,are picking up,another girl
entailment,Two kids sit on a seesaw.,Kids sitting outside.,1006452823.jpg#4r1e,Two kids,sit,on a seesaw,Kids,sitting,outside
entailment,We do not help those bandidos .,We don't aid those bandits.,123996e,We,do not help,those bandidos,We,do n't aid,those bandits
entailment,A dog is jumping in the grass.,A dog jumps in the grass.,874665322.jpg#3r1e,A dog,is jumping,in the grass,A dog,jumps,in the grass
entailment,A woman reads to her child.,A woman holds a book.,4910373302.jpg#4r1e,A woman,reads,to her child,A woman,holds,a book
entailment,Two young kids are walking outside.,Two kids walking outside.,288177922.jpg#4r1e,Two young kids,are walking,outside,Two kids,walking,outside
neutral,A dog runs across the grass.,it is a sunny day.,2199200615.jpg#4r1n,A dog,runs,across the grass,it,is,a sunny day
neutral,three birds flying across a lake,Three birds are heading to their nest.,739944535.jpg#4r1n,three birds,flying,across a lake,Three birds,are heading,to their nest
contradiction,That number is two.,That number is three.,124407c,That number,is,two,That number,is,three
contradiction,Two men dressed up share a toast.,Two women dressed up share a toast.,3098707588.jpg#4r1c,Two men,dressed up,share a toast,Two women,dressed up,share a toast
entailment,They are not land-hungry.,They do not want lots of land.,123499e,They,are not,land-hungry,They,do not want,lots of land
entailment,A young man is working on a weaver.,A young man is weaving something.,431059632.jpg#4r1e,A young man,is working,on a weaver,A young man,is weaving,something
entailment,Three people stand together talking.,A trio talk to each other.,2520892855.jpg#2r1e,Three people,stand together,talking,A trio,talk,to each other
entailment,A wheel loader picking up some dirt.,A wheel loader is put to use,5566972.jpg#4r1e,A wheel loader,picking up,some dirt,A wheel loader,is put,to use
contradiction,A man uses a homemade broom.,A man is cleaning his car window.,520913429.jpg#4r1c,A man,uses,a homemade broom,A man,is cleaning,his car window
neutral,"Data were provided by Steve Ward,",Health data was provided by Steve Ward.,125034n,Data,were provided,by Steve Ward,Health data,was provided,by Steve Ward
contradiction,Young boys plays sports together.,Several young men are playing soccer.,4107474314.jpg#4r3c,Young boys,plays together,sports,Several young men,are playing,soccer
contradiction,Two hockey players compete on the ice.,They are playing baseball.,2976537455.jpg#4r1c,Two hockey players,compete,on the ice,They,are playing,baseball
contradiction,a snowboarder jumps high.,A snowboarder sitting on the ground.,3351493005.jpg#4r1c,a snowboarder,jumps,high,A snowboarder,sitting,on the ground
entailment,MLS encourages fan clubs.,The league is okay with fans joining together.,66647e,MLS,encourages,fan clubs,fans,joining,together
entailment,A dog lays on the snow.,A dog is laying down.,2085400856.jpg#3r1e,A dog,lays,on the snow,A dog,is laying,down
neutral,Two men are fixing a car.,Mechanics repairing a car.,3722433576.jpg#4r1n,Two men,are fixing,a car,Mechanics,repairing,a car
contradiction,A man is sitting playing guitar.,a man is standing with a guitar,3021953768.jpg#4r1c,A man,is sitting,playing guitar,a man,is standing,with a guitar
entailment,An airplane is flying low over a field.,An airplane is flying in the sky.,4826097102.jpg#4r1e,An airplane,is flying low,over a field,An airplane,is flying,in the sky
entailment,A child throwing an orange toy.,The child is throwing an orange item.,837893113.jpg#4r1e,A child,throwing,an orange toy,The child,is throwing,an orange item
contradiction,Several key factors affect the control environment.,No factors can affect the environment. ,101573c,Several key factors,affect,the control environment,No factors,can affect,the environment
neutral,Two men are cooking in a kitchen.,The men have never cooked before.,600353878.jpg#4r2n,Two men,are cooking,in a kitchen,The men,have never cooked,before
entailment,Three people laying in the snow.,Someone here is not standing upright.,4324845330.jpg#4r1e,Three people,laying,in the snow,Someone here,is not standing,upright
neutral,Three people are smiling at the camera.,A family is having their portrait taken.,2898177660.jpg#4r1n,Three people,are smiling,at the camera,A family,is having,their portrait taken
contradiction,Three dogs walking in the grass.,The cats walk in the grass.,3271084924.jpg#3r1c,Three dogs,walking,in the grass,The cats,walk,in the grass
entailment,The pistol never left her forehead.,The gun was kept to her temple. ,31272e,The pistol,never left,her forehead,The gun,was kept,to her temple
contradiction,A marching band performs in an auditorium,A man sleeps in his room,2534194182.jpg#2r1c,A marching band,performs,in an auditorium,A man,sleeps,in his room
entailment,Crowds walk along the street.,There are crowds walking outside.,4899353764.jpg#3r4e,Crowds,walk,along the street,crowds,walking,outside
contradiction,Two black women smooch cheeks.,men shaking hands,4977952490.jpg#4r1c,Two black women,smooch,cheeks,men,shaking,hands
