GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
entailment,They were not of one mind.,They were not thinking the same things.,100868e,They,were not,of one mind,They,were not thinking,the same things
entailment,i i assume i assume you have kids,I'm guessing you have children.,120882e,i,assume,you have kids,you,have,children
contradiction,Two dogs playing in a field.,Two cats take a nap.,316577571.jpg#4r1c,Two dogs,playing,in a field,Two cats,take,a nap
contradiction,Two dogs playing in snow.,a cat sleeps on floor,2326730558.jpg#4r2c,Two dogs,playing,in snow,a cat,sleeps,on floor
entailment,A black man walking down a sidewalk.,A black man is walking outside.,4734364254.jpg#4r1e,A black man,walking,down a sidewalk,A black man,is walking,outside
contradiction,A girl jumping in the grass.,A girl is sitting down in the grass.,1517340899.jpg#3r1c,A girl,jumping,in the grass,A girl,is sitting down,in the grass
entailment,Four people are enjoying an amusement ride.,They enjoyed the amusement ride.,5453323381.jpg#4r1e,Four people,are enjoying,an amusement ride,They,enjoyed,the amusement ride
contradiction,A bearded man is playing a banjo.,A man is playing a guitar,138043357.jpg#4r2c,A bearded man,is playing,a banjo,A man,is playing,a guitar
contradiction,Construction workers working at night.,A trucker is working at night.,3241627311.jpg#4r1c,Construction workers,working,at night,A trucker,is working,at night
neutral,Two women harvesting their garden.,Women are in the garden.,2644206088.jpg#3r1n,Two women,harvesting,their garden,Women,are,in the garden
entailment,An asian woman holding a plucked chicken.,The woman holds a chicken.,430437264.jpg#3r1e,An asian woman,holding,a plucked chicken,The woman,holds,a chicken
contradiction,Four young adults gathered outdoors,Four elderly men stand outside.,278002875.jpg#4r1c,Four young adults,gathered,outdoors,Four elderly men,stand,outside
entailment,A young man is pointing to his basketball.,The man likes playing basketball.,6160319160.jpg#4r1e,A young man,is pointing,to his basketball,The man,likes,playing basketball
neutral,A man is working out in the outdoors.,A man rakes leaves.,6340723441.jpg#3r1n,A man,is working out,in the outdoors,A man,rakes,leaves
entailment,Two MMA fighters spar in a ring.,Two men are fighting in a ring.,3587092143.jpg#2r1n,Two MMA fighters,spar,in a ring,Two men,are fighting,in a ring
entailment,Blood ran from Adrin's nose.,Adrin had a bloody nose.,5276e,Blood,ran,from Adrin's nose,Adrin,had,a bloody nose
neutral,A brown dog is running in the sand.,A dog is running along the beach.,1117972841.jpg#0r5n,A brown dog,is running,in the sand,A dog,is running,along the beach
entailment,A person is standing with an umbrella.,A person is protected by the umbrella.,4771254001.jpg#3r1e,A person,is standing,with an umbrella,A person,is protected,by the umbrella
neutral,A beautiful lady is eating ice cream.,The lady is old.,4750619121.jpg#3r1n,A beautiful lady,is eating,ice cream,The lady,is,old
contradiction,A dog running in snow.,A dog is sleeping inside the house.,3407317539.jpg#4r1c,A dog,running,in snow,A dog,is sleeping,inside the house
contradiction,The United States prefers to use the 1974 benchmark.,Russia prefers using the 1973 benchmark.,5583c,The United States,prefers to use,the 1974 benchmark,Russia,prefers using,the 1973 benchmark
neutral,Three dogs play in water.,The dogs are beagles.,756909515.jpg#4r1n,Three dogs,play,in water,The dogs,are,beagles
contradiction,Two athletic women warm up before their matches.,The women do not participate in sports.,7499699194.jpg#3r1c,Two athletic women,warm up,before their matches,The women,do not participate,in sports
entailment,Our compassion must defend the disabled.,Our compassion must defend the disabled.,19570e,Our compassion,must defend,the disabled,Our compassion,must defend,the disabled
neutral,a man breathes fire.,The man is half dragon.,286660725.jpg#3r1n,a man,breathes,fire,The man,is,half dragon
neutral,A band practicing for a gig.,The band is a rock band.,5088801071.jpg#4r1n,A band,practicing,for a gig,The band,is,a rock band
contradiction,Many people are standing together on the beach.,The people are standing in a desert.,3031011217.jpg#2r1c,Many people,are standing together,on the beach,The people,are standing,in a desert
contradiction,The hole would be empty.,The hole was full.,123878c,The hole,would be,empty,The hole,was,full
entailment,Two men outdoors painting a wall.,People are outside painting.,748376144.jpg#4r1e,Two men,outdoors painting,a wall,People,are,outside painting
contradiction,Two older women outside set against a cityscape.,The women are indoors.,4732745499.jpg#3r1c,Two older women,outside set,against a cityscape,The women,are,indoors
neutral,Young boy taking his boots off.,Fat boy taking his boots off.,5288534547.jpg#4r1n,Young boy,taking off,his boots,Fat boy,taking off,his boots
entailment,A bearded man sits with a cocktail.,A man has an alcoholic drink.,2435508244.jpg#4r1e,A bearded man,sits,with a cocktail,A man,has,an alcoholic drink
entailment,A few kids are playing in a fort.,There are kids playing outside.,3040287071.jpg#3r1e,A few kids,are playing,in a fort,kids,playing,outside
entailment,Two dogs playing in the water.,The dogs are wet.,3655155990.jpg#4r1e,Two dogs,playing,in the water,The dogs,are,wet
contradiction,Two friends are eating at a cafe.,Two friends are eating cockroaches,4552666474.jpg#3r1c,Two friends,are eating,at a cafe,Two friends,are eating,cockroaches
contradiction,The animals do not look aggressive.,The animals are mauling that small child.,vg_len123r3c,The animals,do not look,aggressive,The animals,are mauling,that small child
neutral,Little boy playing in leaves.,A little boy is playing in his backyard.,5043444080.jpg#4r1n,Little boy,playing,in leaves,A little boy,is playing,in his backyard
entailment,"Eleanor, spelt Tommy.",Tommy spelled out Eleanor.,62497e,Eleanor,spelt,Tommy,Tommy,spelled out,Eleanor
neutral,A child enjoys splashing water.,A child plays in the pool.,4824819367.jpg#3r1n,A child,enjoys,splashing water,A child,plays,in the pool
entailment,A man is cooking breakfast outdoors.,A man prepares food outside.,4053707091.jpg#4r1e,A man,is cooking outdoors,breakfast,A man,prepares outside,food
entailment,A boat worker holding a rope.,The worker is holding the line.,4912894178.jpg#4r3e,A boat worker,holding,a rope,The worker,is holding,the line
neutral,Four African boys are carrying fruit.,Four African teenagers stole fruit.,171614657.jpg#3r1n,Four African boys,are carrying,fruit,Four African teenagers,stole,fruit
entailment,A man paints a picture outdoors.,A man is painting a picture.,6171694399.jpg#4r1e,A man,paints outdoors,a picture,A man,is painting,a picture
entailment,"Anything in between, youre screwed.","Anything within that range, you're done for. ",131301e,youre,screwed,Anything in between,you,'re done,for
neutral,A boy smiles at the camera.,The boy is doing a photoshoot.,2672445419.jpg#4r1n,A boy,smiles,at the camera,The boy,is doing,a photoshoot
entailment,Two men are playing Basketball,Some guys are shooting hoops,3126752627.jpg#4r1e,Two men,are playing,Basketball,Some guys,are shooting,hoops
neutral,A man standing in a shadow.,The man is lurking about.,4450360841.jpg#4r1n,A man,standing,in a shadow,The man,is lurking,about
entailment,A man works at repairing a typewriter.,The man is working on a typewriter.,268948449.jpg#4r1e,A man,works at repairing,a typewriter,The man,is working,on a typewriter
neutral,Two cyclists are racing down a street.,Two persons rides bikes very fast.,4471427610.jpg#3r1n,Two cyclists,are racing,down a street,Two persons,rides very fast,bikes
entailment,Julius's glance went to the window.,Julius looked at the window.,87926e,Julius's glance,went,to the window,Julius,looked,at the window
entailment,A red car travels down the street.,The red car traveled down the street.,3815318559.jpg#3r1e,A red car,travels,down the street,The red car,traveled,down the street
entailment,People have been marrying girls for centuries.,People have married girls for centuries.,99860e,People,have been marrying,girls for centuries,People,have married,girls for centuries
entailment,The trees are green,Some trees are green.,vg_len1r3e,The trees,are,green,Some trees,are,green
contradiction,Two people working in a resaurant.,The restaurant is closed tonight.,1254659.jpg#4r1c,Two people,working,in a resaurant,The restaurant,is closed,tonight
contradiction,A child is wading in the water.,The child is sitting on a bed.,3553434575.jpg#4r1c,A child,is wading,in the water,The child,is sitting,on a bed
entailment,"Girl at fountain, getting a drink.",A girl is shown getting a drink.,2763090857.jpg#4r1e,Girl at fountain,getting,a drink,A girl,getting,a drink
contradiction,a girl putting on her makeup.,A girl is taking off her makeup,4975268360.jpg#4r1c,a girl,putting,on her makeup,A girl,is taking off,her makeup
contradiction,two men jump for the basketball.,The men are taking golf lessons.,3126752627.jpg#3r1c,two men,jump,for the basketball,The men,are taking,golf lessons
entailment,Two Asian police ride a motorcycle.,The motorcyle has two passengers.,4817120926.jpg#3r1e,Two Asian police,ride,a motorcycle,The motorcyle,has,two passengers
entailment,People stand around Conna Store.,People standing around a store.,4030620867.jpg#4r1e,People,stand,around Conna Store,People,standing,around a store
neutral,A red car is caught in an explosion.,The car has people in it.,2652155912.jpg#3r1n,A red car,is caught,in an explosion,The car,has,people in it
neutral,Men gather around a computer.,The sales team gathers to look at the presentation.,2164429357.jpg#4r1n,Men,gather,around a computer,The sales team,gathers to look,at the presentation
entailment,A man is playing the drums.,The man has drumsticks.,1412318227.jpg#4r4e,A man,is playing,the drums,The man,has,drumsticks
neutral,A dog runs through tall grass.,A dog plays in a field.,1598085252.jpg#3r1n,A dog,runs,through tall grass,A dog,plays,in a field
entailment,A performer clapping his hands.,A man claps his hands.,3289429783.jpg#4r1e,A performer,clapping,his hands,A man,claps,his hands
neutral,A man kicking a workout bag.,A man is working out to lose weight.,2069110603.jpg#4r2n,A man,kicking,a workout bag,A man,is working out,to lose weight
contradiction,Two boys play a video game.,Two girls are playing a video game.,2254697851.jpg#4r1c,Two boys,play,a video game,Two girls,are playing,a video game
neutral,I believe it too. ,"I believe he's the culprit, too.",89351n,I,believe too,it,I,believe too,he's the culprit
entailment,A man walks down the street.,A man walks down the street.,2429272699.jpg#4r1e,A man,walks,down the street,A man,walks,down the street
contradiction,a woman holds a white umbrella.,Lazy dogs are basking on the roadside.,4771254001.jpg#4r1c,a woman,holds,a white umbrella,Lazy dogs,are basking,on the roadside
contradiction,A young person looking timidly at the camera.,A young person is sleeping in his crib,5501226985.jpg#3r1c,A young person,looking timidly,at the camera,A young person,is sleeping,in his crib
entailment,These areas are identified within the guide.,These arenas are identified in the guide.,145664e,These areas,are identified,within the guide,These arenas,are identified,in the guide
contradiction,Two poodles playing tug-of-war,Two dogs chase after a ball.,3251906388.jpg#4r1c,Two poodles,playing,tug-of-war,Two dogs,chase,after a ball
contradiction,Two healthy horses play in a field.,The horses are driving a car.,vg_len69r4c,Two healthy horses,play,in a field,The horses,are driving,a car
neutral,A blond man puts up a tent.,a man is building something,33408768.jpg#4r2n,A blond man,puts up,a tent,a man,is building,something
contradiction,He defeated me easily.,I beat him.,80181c,He,defeated easily,me,I,beat,him
neutral,A woman is sitting in the train.,The women is alone.,4316023148.jpg#4r1n,A woman,is sitting,in the train,The women,is,alone
entailment,People attending a outdoor concert., People attending a concert.,297535592.jpg#4r1e,People,attending,a outdoor concert,People,attending,a concert
contradiction,Two small dogs run through the grass.,two small dogs are sleeping in the grass,263854883.jpg#4r2c,Two small dogs,run,through the grass,two small dogs,are sleeping,in the grass
entailment,This older gentleman enjoys playing his instrument.,The man enjoys making music.,7717834540.jpg#2r1e,This older gentleman,enjoys playing,his instrument,The man,enjoys,making music
